skill_id,suffix
SK083852,LOW
SK083844,MED
SK083851,LOW
SK083854,MED
SK119514,MED
SK119522,HIG
SK043153,MED
SK043156,HIG
SK154100,MED
SK154068,MED
SK154074,MED
SK023223,LOW
SK023232,MED
SK023233,HIG
SK161361,MED
SK161360,MED
SK161357,MED
SK161368,MED
SK161362,HIG
SK161358,MED
SK202808,MED
SK202815,HIG
SK202805,MED
SK202802,MED
SK202813,MED
SK202811,MED
SK202803,MED
SK107050,HIG
SK107046,HIG
SK107051,LOW
SK107055,MED
SK107054,MED
SK107052,MED
SK107057,MIN
SK107053,MED
SK005370,MED
SK005368,MIN
SK005364,LOW
SK005372,MED
SK005369,MED
SK005360,MED
SK005371,MIN
SK005363,MED
SK005361,HIG
SK173851,MED
SK173850,LOW
SK173846,MED
SK171598,HIG
SK173853,MIN
SK171596,LOW
SK171593,MED
SK173844,MED
SK171597,LOW
SK173848,MED
SK099542,MED
SK099552,MED
SK099550,MED
SK099551,HIG
SK099547,MED
SK044118,MED
SK044119,LOW
SK128752,HIG
SK128761,MED
SK101090,MED
SK101096,MED
SK101101,LOW
SK101092,MED
SK162244,MED
SK162250,MED
SK162247,MED
SK162254,MIN
SK162258,LOW
SK125748,MED
SK125738,MED
SK125739,MED
SK125743,MED
SK054066,MED
SK054070,LOW
SK054068,MED
SK054072,LOW
SK054067,MED
SK054104,HIG
SK054103,MED
SK054107,MED
SK054110,LOW
SK054116,MED
SK054105,MED
SK054109,LOW
SK162203,MIN
SK162213,MED
SK162209,MED
SK162204,MIN
SK162201,MED
SK162205,MIN
SK162946,MED
SK162953,MED
SK162956,MED
SK162957,MED
SK162952,MED
SK162955,MED
SK162947,MED
SK161752,HIG
SK074060,LOW
SK074063,MED
SK074067,MIN
SK128150,MED
SK128300,MED
SK128295,MED
SK128151,MED
SK128149,MED
SK054130,MED
SK054120,MED
SK054122,LOW
SK054125,MED
SK054124,MIN
SK055089,MED
SK055085,MED
SK055081,MED
SK055088,LOW
SK055093,MED
SK055087,LOW
SK100818,HIG
SK100822,MED
SK100816,MED
SK100825,MED
SK202820,MED
SK202817,MED
SK202824,MED
SK202819,MED
SK144413,HIG
SK144421,MED
SK144411,MED
SK013126,MED
SK013130,MED
SK013133,HIG
SK013135,HIG
SK159427,MED
SK230304,MED
SK230303,MIN
SK154078,MED
SK154086,MED
SK154077,MED
SK154088,MED
SK154082,MED
SK154080,MED
SK154085,MED
SK154091,MED
SK147481,HIG
SK147484,MED
SK147477,MED
SK147478,MIN
SK147486,MED
SK147487,MED
SK081083,MED
SK081091,MED
SK081082,LOW
SK081094,MED
SK081086,LOW
SK081087,MED
SK081084,MED
SK081089,MED
SK081081,MED
SK123824,MED
SK123826,HIG
SK123820,MIN
SK123825,MED
SK123818,MED
SK213759,MED
SK213762,MED
SK213899,HIG
SK213752,MED
SK213750,MED
SK213749,MED
SK213901,MED
SK213897,MED
SK213758,MED
SK213896,MED
SK213763,MED
SK213754,HIG
SK213895,MED
SK003474,MIN
SK003466,HIG
SK003473,MED
SK003476,LOW
SK208749,MED
SK208750,MED
SK208760,HIG
SK208757,MED
SK208755,MED
SK208748,MED
SK208751,MED
SK208761,HIG
SK141450,MED
SK141455,HIG
SK173854,HIG
SK173862,MED
SK173858,HIG
SK173859,MED
SK173867,MED
SK188179,MIN
SK188186,MED
SK188191,LOW
SK188181,MIN
SK188189,MED
SK188183,LOW
SK188193,MED
SK174219,MED
SK174225,MED
SK174220,MED
SK174214,HIG
SK174218,MIN
SK099502,MED
SK099507,MED
SK099508,MED
SK125084,MED
SK125074,HIG
SK125076,MED
SK125082,MED
SK125083,MED
SK125073,MED
SK125079,MED
SK125075,MED
SK240678,MED
SK240683,LOW
SK124297,MED
SK124305,HIG
SK124299,MED
SK124295,MED
SK084537,LOW
SK084543,MED
SK125276,MED
SK125284,MED
SK125277,MED
SK125275,MED
SK230317,HIG
SK230316,MED
SK164281,HIG
SK164292,HIG
SK164293,MED
SK164285,MED
SK164288,MED
SK164282,MED
SK164286,MED
SK164289,HIG
SK089899,MED
SK089900,MED
SK089892,MED
SK026893,MIN
SK026891,LOW
SK165707,MED
SK165710,MED
SK165712,MED
SK165705,MED
SK165711,LOW
SK173889,MED
SK173883,MED
SK173887,MIN
SK173891,MIN
SK173886,MED
SK173893,LOW
SK173894,MIN
SK173896,MED
SK173890,MIN
SK235379,LOW
SK235382,LOW
SK235385,MIN
SK231933,HIG
SK231940,HIG
SK231932,MED
SK231931,MED
SK231930,MED
SK231929,MED
SK231939,MED
SK231934,MED
SK235396,LOW
SK179309,MED
SK179302,MED
SK179299,MIN
SK179310,MED
SK179305,ADV
SK179307,MIN
SK179190,MIN
SK179198,MED
SK179192,MIN
SK235406,MED
SK235411,MED
SK235410,MIN
SK072091,MED
SK072096,MED
SK072101,MED
